j1,j2,j3,j4,j5,j6,g
0.3123620356542088,-0.28764930342251854,0.6447411578889518,0.6430179407605754,0.44881529393791153,0.7878338511058235,0.0
0.330993279791881,-0.24485965837058865,0.6259495944266918,0.6408854214747434,0.4853429207003146,0.7780296182450398,0.5
0.3483503331094365,-0.2038133527768629,0.6083424739194002,0.6378252396330643,0.5180543917108266,0.7689614658608087,1.0
0.36447044740905593,-0.16449098537646364,0.5918879134314982,0.6338941862972017,0.5470981533966958,0.7606084329725677,0.0
0.37939087449292014,-0.12687315490451342,0.5765540300274065,0.6291490525288204,0.5726226521851706,0.7529495585997555,0.5
0.39314886616320927,-0.09094046009613468,0.5623089407715456,0.6236466293895834,0.594776334503499,0.7459638817618093,1.0
0.40578167422210426,-0.05667349968645003,0.5491207627283365,0.6174437079411551,0.6137076467789291,0.7396304414781671,0.0
0.41732655047178563,-0.02405287241058169,0.5369576129622001,0.6105970792451997,0.6295650354387095,0.733928276768267,0.5
0.42782074671443393,0.006940822996347668,0.5257876085375567,0.6031635343633807,0.6424969469100879,0.7288364266515466,1.0
0.4373015147522299,0.036326987799215636,0.5155788665188278,0.5951998643573625,0.6526518276203132,0.7243339301474442,0.0
0.44580610638735424,0.06412502326289977,0.5062995039704338,0.5867628602888091,0.6601781239966331,0.7203998262753977,0.5
0.4533717734219871,0.09035433065227753,0.49791763795679517,0.5779093132193839,0.6652242824662957,0.7170131540548443,1.0
0.4600357676583098,0.11503431123222647,0.4904013855423334,0.5686960142107517,0.6679387494565499,0.7141529525052229,0.0
0.46583534089850226,0.13818436626762412,0.4837188637914686,0.5591797543245757,0.6684699713946431,0.7117982606459706,0.5
0.4708077449447455,0.15982389702334798,0.4778381897686221,0.5494173246225202,0.666966394707824,0.7099281174965257,1.0
0.47499023159922016,0.17997230476427567,0.4727274805382145,0.5394655161662497,0.6635764658233411,0.7085215620763263,0.0
0.47842005266410637,0.19864899075528453,0.4683548531646662,0.5293811200174271,0.6584486311684418,0.7075576334048094,0.5
0.4811344599415855,0.21587335626125234,0.4646884247123987,0.5192209272377175,0.6517313371703751,0.7070153705014143,1.0
0.4831707052338374,0.2316648025470564,0.4616963122458319,0.5090417288887837,0.6435730302563885,0.7068738123855774,0.0
0.48456604034304324,0.24604273087757433,0.4593466328293874,0.4989003160322909,0.6341221568537307,0.7071119980767376,0.5
0.48535771707138337,0.2590265425176837,0.45760750352748564,0.4888534797299022,0.6235271633896498,0.7077089665943326,1.0
0.4855829872210384,0.27063563873226193,0.4564470414045474,0.47895801104328195,0.611936496291394,0.7086437569578001,0.0
0.48527910259418905,0.28088942078618667,0.45583336352499354,0.4692707010340941,0.5994986019862119,0.7098954081865783,0.5
0.48448331499301583,0.28980728994433536,0.4557345869532449,0.45984834076400255,0.586361926901351,0.7114429593001047,1.0
0.48323287621969946,0.2974086474715855,0.45611882875372206,0.45074772129467133,0.5726749174640599,0.7132654493178175,0.0
0.48156503807642037,0.30371289463281465,0.45695420599084585,0.44202563368776426,0.5585860201015869,0.7153419172591545,0.5
0.4795170523653594,0.3087394326929004,0.4582088357290372,0.4337388690049455,0.54424368124118,0.7176514021435537,1.0
0.47712617088869713,0.3125076629167202,0.45985083503271684,0.42594421830787904,0.5297963473100876,0.7201729429904529,0.0
0.47442964544861393,0.3150369865691516,0.46184832096630546,0.4186984726582288,0.5153924647355578,0.7228855788192899,0.5
0.4714647278472907,0.31634680491507217,0.46416941059422406,0.4120584231176588,0.5011804799448389,0.725768348649503,1.0
0.4682686698869079,0.3164565192193594,0.4667822209808932,0.40608086074783284,0.48730883936517905,0.7288002915005297,0.0
0.4648787233696461,0.3153855307468907,0.4696548691907336,0.40082257661041504,0.47392598942382647,0.7319604463918079,0.5
0.4613321400976861,0.31315324076254375,0.47275547228816633,0.39634036176706944,0.4611803765480294,0.7352278523427758,1.0
0.4576661718732083,0.3097790505311961,0.4760521473376121,0.39269100727945994,0.4492204471650362,0.738581548372871,0.0
0.4539180704983935,0.30528236131772524,0.47951301140349173,0.3899313042092506,0.4381946477020948,0.7420005735015318,0.5
0.4501250877754221,0.2996825743870085,0.48310618155022567,0.3881180436181052,0.42825142458645354,0.7454639667481955,1.0
0.4463244755064748,0.29299909100392363,0.48679977484223497,0.3873080165676878,0.4195392242453606,0.7489507671323005,0.0
0.44255348549373236,0.2852513124333481,0.4905619083439404,0.3875580141196625,0.4122064931060645,0.7524400136732845,0.5
0.4388493695393752,0.2764586399401595,0.4943606991197628,0.38892482733569317,0.4064016775958129,0.7559107453905853,1.0
0.43524937944558406,0.2666404747892352,0.49816426423412297,0.3914652472774439,0.40227322414185457,0.7593420013036413,0.0
0.43179076701453944,0.25581621824545286,0.5019407207514415,0.39523606500657843,0.3999695791714374,0.7627128204318897,0.5
0.428510784048422,0.24400527157368992,0.5056581857361393,0.40029407158476094,0.39963918911180957,0.7660022417947688,1.0
0.42544668234941246,0.23122703603882402,0.5092847762526372,0.40669605807365544,0.40143050039021966,0.7691893044117166,0.0
0.4226357137196913,0.21750091290573262,0.5127886093653559,0.4144988155349257,0.40549195943391547,0.7722530473021707,0.5
0.4201151299614391,0.2028463034392931,0.5161378021387163,0.423759135030236,0.41197201267014555,0.7751725094855694,1.0
0.417916149768972,0.1872892578620824,0.5193032259586831,0.43451853846733784,0.42098703458401077,0.7779267060028231,0.0
0.4160220787584053,0.17090863036394408,0.5222776261817356,0.44669728485236126,0.43239869420752736,0.7804944614647934,0.5
0.41439337412860605,0.15380845588122682,0.5250641792538154,0.4601578062790981,0.44594719861105236,0.7828545096715354,1.0
0.41299035236455545,0.1360929244280099,0.5276661258616006,0.47476217870947074,0.46137200683130675,0.7849855838638377,0.0
0.411773329951235,0.11786622601837259,0.5300867066917689,0.490372478105402,0.4784125779050123,0.7868664172824905,0.5
0.4107026233736259,0.09923255066639443,0.5323291624309981,0.5068507804288139,0.49680837086888946,0.7884757431682826,1.0
0.4097385491167092,0.08029608838615429,0.5343967337659661,0.5240591616416291,0.5162988447596598,0.7897922947620031,0.0
0.4088414236654662,0.061161029191731664,0.5362926613833503,0.54185969770577,0.5366234586140445,0.7907948053044414,0.5
0.40797156350487834,0.04193156309720615,0.5380201859698288,0.5601144645831589,0.5575216714687642,0.7914620080363868,1.0
0.40708928511992665,0.02271188011665645,0.5395825482120795,0.5786855382357186,0.5787329423605408,0.7917726361986285,0.0
0.40615490499559254,0.0036061702641621922,0.54098298879678,0.5974349946253713,0.5999967303260952,0.7917054230319559,0.5
0.40512873961685714,-0.015281376446197108,0.542224748410608,0.6162249097140391,0.6210524944021483,0.7912391017771581,1.0
0.4039711054687016,-0.033846570000342635,0.5433110677402413,0.6349173594636448,0.6416396936254213,0.790352405675024,0.0
0.4026423190361075,-0.0519852203841947,0.544245187472358,0.6533744198361111,0.6614977870326357,0.7890240679663438,0.5
0.40110269680405575,-0.06959313758367434,0.5450303482936354,0.6714581667933598,0.6803662336605124,0.7872328218919057,1.0
0.3993125552575276,-0.08656613158470211,0.5456697908907516,0.6890306762973138,0.6979844925457727,0.7849574006924995,0.0
0.3972322108815047,-0.10280001237319854,0.5461667559503846,0.7059540243098956,0.7140920227251375,0.7821765376089146,0.5
0.3948219801609678,-0.11819058993508463,0.5465244841592115,0.7220902867930272,0.7284282832353283,0.7788689658819398,1.0
0.3920421795808985,-0.13263367425628086,0.5467462162039107,0.7373015397086314,0.740732733113066,0.7750134187523647,0.0
0.3888531256262776,-0.14602507532270814,0.5468351927711597,0.7514498590186303,0.7507448313950718,0.7705886294609782,0.5
0.38521513478208697,-0.15826060312028717,0.5467946545476365,0.7643973206849471,0.7582040371180673,0.7655733312485702,1.0
0.3810885235333074,-0.16923606763493834,0.5466278422200186,0.7760060006695031,0.7628498093187729,0.7599462573559291,0.0
0.3764383217469237,-0.1788563296344804,0.5463398005256236,0.7861488729325962,0.7644472383811717,0.7536919533585562,0.5
0.37128435235570895,-0.18713146522629134,0.5459565462904522,0.7948256006656232,0.7630593791011584,0.7468625332229694,1.0
0.3656817886574611,-0.19413943138198184,0.5455176267203012,0.8021175820477897,0.7589415213790878,0.7395537034260209,0.0
0.35968639312272915,-0.19995931642089976,0.5450628145272981,0.8081075775080978,0.752352159033723,0.7318618969864034,0.5
0.35335392822206135,-0.2046702086623926,0.5446318824235694,0.8128783474755489,0.7435497858838261,0.7238835469228074,1.0
0.34674015642600653,-0.20835119642580835,0.544264603121242,0.8165126523791454,0.7327928957481598,0.7157150862539251,0.0
0.3399008402051132,-0.21108136803049463,0.5440007493324431,0.8190932526478888,0.7203399824454868,0.7074529479984474,0.5
0.3328917420299297,-0.21293981179579918,0.5438800937692992,0.8207029087107811,0.7064495397945694,0.6991935651750663,1.0
0.32576862437100496,-0.21400561604106988,0.5439424091439378,0.8214243809968244,0.6913800616141703,0.6910333708024732,0.0
0.31858724969888724,-0.2143578690856543,0.5442274681684849,0.8213404299350199,0.6753900417230518,0.6830687978993594,0.5
0.31140338048412536,-0.21407565924890032,0.5447750435550683,0.8205338159543701,0.658737973939977,0.6753962794844166,1.0
0.30427277919726764,-0.21323807485015567,0.5456249080158144,0.8190872994838768,0.6416823520837078,0.6681122485763362,0.0
0.2972512083088629,-0.211924204208768,0.5468168342628503,0.8170836409525416,0.6244816699730072,0.6613131381938099,0.5
0.2903944302894596,-0.21021313564408523,0.5483905950083029,0.8146056007893666,0.6073944214266376,0.655095381355529,1.0
0.28375820760960635,-0.20818395747545496,0.5503859629642989,0.8117359394233535,0.5906791002633616,0.6495554110801851,0.0
0.2773983027398516,-0.205915758022225,0.5528427108429654,0.8085574172835045,0.5745942003019415,0.6447896603864698,0.5
0.2713704781507441,-0.2034876256037431,0.5558006113564293,0.8051527947988212,0.5593982153611402,0.6408945622930744,1.0
0.2657304963128324,-0.2009786485393571,0.5592994372168177,0.8016048323983057,0.5453496392597202,0.6379665498186907,0.0
0.26053411969666496,-0.19846791514841455,0.563378961136257,0.7979962905109594,0.5327069658164438,0.63610205598201,0.5
0.2558371107727904,-0.19603451375026335,0.5680789558268744,0.7944099295657845,0.5217286888500738,0.6353975138017237,1.0
0.25169523201175736,-0.19375753266425125,0.573439194000797,0.7909285099917833,0.5126733021793727,0.6359493562965238,0.0
0.2481642458841143,-0.19171606020972584,0.5794994483701513,0.7876347922179567,0.5057992996231028,0.6378540164851012,0.5
0.24529665907391895,-0.18998616704034504,0.5862951365408414,0.7846080501877446,0.5013520523582561,0.6412002957694429,1.0
0.24308653038614417,-0.18858975067529837,0.5937834932518539,0.7818649684557574,0.49934135389675227,0.6459399927684474,0.0
0.24147736277313178,-0.18750185032094036,0.6018541271527431,0.779368093428784,0.49957322936909243,0.6519064023568185,0.5
0.24041099222454046,-0.18669596013879206,0.6103944170786773,0.7770781864330044,0.5018469851131906,0.6589289120215072,1.0
0.23982925473002867,-0.1861455742903745,0.619291741864824,0.7749560087945988,0.505961927466961,0.6668369092494637,0.0
0.23967398627925507,-0.18582418693720892,0.628433480346352,0.7729623218397473,0.5117173627683179,0.6754597815276393,0.5
0.23988702286187824,-0.1857052922408164,0.6377070113584292,0.7710578868946302,0.5189125973551756,0.6846269163429847,1.0
0.24041020046755668,-0.18576238436271789,0.6469997137362232,0.7692034652854275,0.527346937565448,0.6941677011824504,0.0
0.24118535508594904,-0.18596895746443462,0.6561989663149028,0.7673598183383192,0.5368196897370496,0.7039115235329876,0.5
0.24215432270671394,-0.1862985057074877,0.665192147929636,0.7654877073794861,0.5471301602078947,0.7136877708815471,1.0
0.2432589393195099,-0.18672452325339822,0.6738666374155906,0.7635478937351078,0.5580776553158973,0.7233258307150795,0.0
0.2444410409139954,-0.18722050426368722,0.6821098136079347,0.7615011387313644,0.5694614813989715,0.7326550905205351,0.5
0.24564246347982915,-0.1877599428998759,0.6898090553418367,0.7593082036944363,0.5810809447950317,0.7415049377848657,1.0
0.24680504300666983,-0.18831633332348535,0.6968517414524648,0.7569298499505039,0.5927353518419924,0.7497047599950218,0.0
0.24787061548417577,-0.18886316969603661,0.7031252507749866,0.7543268388257469,0.6042240088777674,0.7570839446379539,0.5
0.2487810169020056,-0.1893739461790507,0.70851696214457,0.7514599316463456,0.6153462222402708,0.7634718792006127,1.0
0.24947808324981804,-0.1898221569340489,0.7129142543963841,0.7482898897384803,0.6259012982674168,0.7686979511699491,0.0
0.24990365051727156,-0.19018129612255227,0.7162045063655963,0.7447774744283311,0.6356885432971202,0.7725915480329143,0.5
0.2499995546940248,-0.19042485790608185,0.7182750968873749,0.740883447042078,0.6445072636672947,0.7749820572764586,1.0
0.2497076317697363,-0.19052633644615882,0.719013404796888,0.7365685689059014,0.6521567657158547,0.7756988663875332,0.0
0.2489697177340646,-0.1904592259043042,0.7183068089293037,0.7317936013459813,0.6584363557807144,0.7745713628530885,0.5
0.24772764857666835,-0.19019702044203915,0.71604268811979,0.726519305688498,0.663145340199788,0.7714289341600755,1.0
0.24592538276962422,-0.18971357143449247,0.7121123297995426,0.7207075424174071,0.666088049739454,0.766106262093842,0.0
0.24357124969709545,-0.18899356387573946,0.7065255617886526,0.7143535074110745,0.6672211966606165,0.758598594583301,0.5
0.24074799828303028,-0.18803420756197597,0.6994292570554246,0.7074909357673708,0.666677662247216,0.7490868108949049,1.0
0.23754252292484973,-0.18683340997222544,0.6909779225447787,0.7001557093766959,0.6646001411200376,0.737762130721662,0.0
0.23404171801997478,-0.18538907858551126,0.6813260652016361,0.6923837101294503,0.6611313278998668,0.7248157737565801,0.5
0.23033247796582657,-0.18369912088085694,0.6706281919709173,0.684210819916035,0.6564139172074893,0.7104389596926683,1.0
0.22650169715982593,-0.18176144433728575,0.6590388097975423,0.6756729206268496,0.6505906036636897,0.6948229082229337,0.0
0.2226362699993941,-0.1795739564338212,0.646712425626432,0.6668058941522947,0.6438040818892538,0.6781588390403853,0.5
0.21882309088195184,-0.17713456464948665,0.6338035464025069,0.6576456223827708,0.6361970465049662,0.6606379718380307,1.0
0.21514905420492042,-0.17444117646330556,0.6204666790706879,0.6482279872086784,0.6279121921316131,0.642451526308879,0.0
0.2117010543657209,-0.17149169935430145,0.6068563305758954,0.6385888705204179,0.6190922133899798,0.6237907221459382,0.5
0.20856598576177404,-0.1682840408014975,0.5931270078630497,0.6287641542083892,0.6098798049008508,0.6048467790422158,1.0
0.2058307427905011,-0.1648161082839173,0.5794332178770716,0.6187897201629932,0.6004176612850121,0.5858109166907208,0.0
0.20358221984932298,-0.16108580928058416,0.5659294675628814,0.6087014502746301,0.5908484771632485,0.5668743547844611,0.5
0.20190731133566073,-0.15709105127052156,0.5527702638654,0.5985352264337002,0.5813149471563456,0.548228313016445,1.0
0.20089291164693548,-0.1528297417327531,0.5401101137295483,0.5883269305306045,0.5719597658850891,0.5300640110796815,0.0
0.20062591518056808,-0.1482997881463018,0.528103524100246,0.5781124444557424,0.5629256279702636,0.5125726686671773,0.5
0.20119321633397966,-0.14349909799019134,0.5169050019224141,0.567927650099515,0.5543552280326546,0.49594550547194155,1.0
0.20268170950459125,-0.13842557874344505,0.5066690541409732,0.5578084293523223,0.5463912606930477,0.4803737411869824,0.0
0.20517828908982388,-0.13307713788508638,0.4975501877008438,0.547790664104565,0.5391764205722279,0.466048595505308,0.5
0.20876984948709848,-0.1274516828941389,0.48970290954694673,0.5379102362466436,0.5328534022909809,0.4531612881199271,1.0
0.21354328509383624,-0.12154712124962576,0.48328172662420216,0.528203027668958,0.5275649004700916,0.4419030387238472,0.0
0.21958419925789913,-0.11536162888464435,0.4784395592605211,0.5187049367478402,0.5234522448205217,0.43246309385684933,0.5
0.226900732353615,-0.10890948897672693,0.4752341307632451,0.5094528510155077,0.5205748704638136,0.4249123108650809,1.0
0.2353809571463333,-0.10222995093227968,0.47357560905783164,0.5004851911958008,0.5188652759079097,0.4191380438445557,0.0
0.24490261800493188,-0.09536441179030028,0.47336146913366217,0.4918405099000107,0.5182450403821625,0.4150118616654699,0.5
0.2553434592982894,-0.08835426858978589,0.47448918598011836,0.48355735973942876,0.5186357431159251,0.41240533319801936,1.0
0.26658122539528395,-0.08124091836973424,0.476856234586582,0.4756742933253467,0.5199589633385507,0.4111900273124007,0.0
0.2784936606647936,-0.07406575816914279,0.48036008994243473,0.4682298632690559,0.5221362802793921,0.4112375128788098,0.5
0.2909585094756965,-0.06687018502700909,0.4848982270370579,0.4612626221818478,0.5250892731678022,0.41241935876744273,1.0
0.3038535161968708,-0.0596955959823308,0.4903681208598334,0.45481112267501417,0.5287395212331337,0.41460713384849585,0.0
0.3170564251971949,-0.052583388074105106,0.4966672464001428,0.44891391735984604,0.53300860370474,0.4176724069921652,0.5
0.3304449808455471,-0.045574958341329706,0.503693078647368,0.44360955884763525,0.5378180998119741,0.421486747068647,1.0
0.34389692751080525,-0.038711703823002125,0.5113430925908903,0.4389365997496732,0.5430895887841886,0.4259217229481374,0.0
0.3572900095618477,-0.03203502155811981,0.5195147632200912,0.4349335926772512,0.5487446498507367,0.4308489035008324,0.5
0.3705019713675525,-0.025586308585680506,0.5281055655243526,0.431639090241661,0.5547048622409712,0.4361398575969283,1.0
0.38341055729679807,-0.019406961944681382,0.5370129744930563,0.42909164505419395,0.5608918051842449,0.4416661541066212,0.0
0.39589351171846254,-0.013538378674120121,0.5461344651155836,0.4273298097261415,0.5672270579099111,0.4472993619001072,0.5
0.40782857900142416,-0.008021955812994225,0.5553675123813164,0.4263921368687952,0.5736321996473228,0.4529110498475827,1.0
0.41909350351456093,-0.0028990904003012305,0.5646095912796363,0.4263171790934464,0.5800288096258325,0.4583727868192435,0.0
0.42956602962675117,0.0017888205249613843,0.5737581767999247,0.42714348901138677,0.5863384670747936,0.4635561416852859,0.5
0.43912390170687277,0.006000379923795965,0.5827107439315632,0.4289096192339078,0.5924827512235588,0.46833268331590605,1.0
0.44764486412380444,0.009694190757205236,0.591364767663934,0.4316541223723008,0.5983832413014809,0.4725739805813002,0.0
0.4550066612464241,0.012828855986191545,0.599617722986418,0.43541555103785723,0.6039615165379133,0.47615160235166426,0.5
0.46108739379283936,0.015363101762568256,0.6073672784178875,0.440232241326937,0.6091393114858127,0.47893745533984566,1.0
0.46582302468726,0.01727565734605955,0.6145425268281238,0.44610737272382417,0.6138635813683074,0.48085830345914304,0.0
0.4692708537664621,0.018587198467482198,0.6211384578781952,0.45297040137847466,0.6181341690956303,0.48195594604551134,0.5
0.4715034593404268,0.019323682663667987,0.6271583588060463,0.4607415003631374,0.6219575770775282,0.4822866674385661,1.0
0.47259341971913504,0.019511067471448654,0.6326055168496214,0.469340842750061,0.6253403077237479,0.4819067519779228,0.0
0.47261331321256783,0.01917531042765591,0.6374832192468649,0.478688601611494,0.6282888634440362,0.48087248400319693,0.5
0.4716357181307059,0.018342369069121484,0.641794753235721,0.4887049500196854,0.63080974664814,0.4792401478540038,1.0
0.4697332127835308,0.017038200932677192,0.6455434060541345,0.4993100610468834,0.6329094597458064,0.4770660278699593,0.0
0.4669783754810229,0.015288763555154664,0.6487324649400495,0.5104241077653373,0.6345945051467818,0.47440640839067827,0.5
0.4634437845331635,0.01312001447338571,0.6513652171314107,0.5219672632472955,0.6358713852608134,0.4713175737557767,1.0
0.4592020182499335,0.010557911224202023,0.6534449498661622,0.5338597005650066,0.636746602497648,0.46785580830486984,0.0
0.4543256549413137,0.007628411344435378,0.6549749503822481,0.5460215927907194,0.6372266592670319,0.46407739637757295,0.5
0.44888727291728553,0.004357472370917577,0.6559585059176135,0.5583731129966822,0.6373180579787127,0.460038622313502,1.0
0.44295945048782964,0.0007710518404802241,0.6563989037102025,0.5708344342551445,0.6370273010424369,0.455795770452272,0.0
0.4366147659629271,-0.003104892710044882,0.6562994309979595,0.5833257296383544,0.6363608908679513,0.4514051251334986,0.5
0.4299257976525587,-0.007244403743826006,0.6556633750188287,0.5957671722185606,0.6353253298650029,0.4469229706967972,1.0
0.4229651238667058,-0.011621523724031404,0.6544940230107549,0.6080789350680122,0.6339271204433384,0.4424055914817834,0.0
0.4158053229153492,-0.016210295113829223,0.6527946622116821,0.6201811912589571,0.6321727650127048,0.4379092718280725,0.5
0.40851897310846963,-0.020984760376387947,0.6505685798595549,0.6319941138636447,0.6300687659828487,0.43349029607527995,1.0
0.4011786527560484,-0.025918961974875723,0.6478190631923177,0.6434378759543237,0.6276216257635173,0.4292049485630214,0.0
0.39385694016806644,-0.030986942372460802,0.644549399447915,0.6544326506032424,0.6248378467644571,0.4251095136309122,0.5
0.3866264136545046,-0.03616274403231147,0.640762875864291,0.6648986108826498,0.6217239313954152,0.4212602756185678,1.0
0.37955965152534404,-0.04142040941759584,0.6364627796793901,0.6747559298647939,0.6182863820661382,0.41771351886560365,0.0
0.3727292320905656,-0.046733980991482446,0.6316523981311569,0.6839247806219244,0.614531701186373,0.41452552771163537,0.5
0.3662077336601502,-0.0520775012171394,0.6263350184575355,0.6923253362262894,0.6104663911658667,0.4117525864962782,1.0
0.360067734544079,-0.05742501255773496,0.6205139278964704,0.6998777697501377,0.6060969544143658,0.4094509795591478,0.0
0.3543818130523329,-0.06275055747643743,0.6141924136859065,0.7065022542657183,0.6014298933416176,0.4076769912398595,0.5
0.3492225474948929,-0.06802817843641489,0.6073737630637875,0.7121189628452791,0.5964717103573685,0.40648690587802877,1.0
0.34466251618173993,-0.07323191790083589,0.6000612632680581,0.7166480685610696,0.5912289078713654,0.40593700781327113,0.0
0.34077429742285503,-0.07833581833286854,0.5922582015366626,0.720009744485338,0.5857079882933552,0.4060835813852021,0.5
0.3376304695282192,-0.08331392219568112,0.5839678651075456,0.7221241636903333,0.579915454033085,0.406982910933437,1.0
0.33530361080781323,-0.08814027195244187,0.5751935412186511,0.7229114992483038,0.5738578075003011,0.40869128079759137,0.0
0.33386629957161834,-0.09278891006631895,0.5659385171079241,0.7222919242314985,0.567541551104751,0.41126497531728057,0.5
0.3333911141296155,-0.09723387900048087,0.5562060800133086,0.7201856117121662,0.5609731872561812,0.41476027883212035,1.0
0.33395063279178544,-0.10144922121809574,0.5459995171727489,0.7165127347625552,0.5541592183643383,0.41923347568172586,0.0
0.33561743386810944,-0.10540897918233186,0.5353221158241896,0.7111934664549145,0.5471061468389697,0.42474085020571284,0.5
0.33846409566856833,-0.10908719535635744,0.5241771632055752,0.7041479798614926,0.5398204750898218,0.4313386867436965,1.0
0.342563196503143,-0.1124579122033407,0.51256794655485,0.6952964480545385,0.5323087055266417,0.4390832696352923,0.0
0.34798731468181465,-0.11549517218645004,0.5004977531099583,0.6845590441063005,0.524577340559176,0.44803088322011597,0.5
0.35480902851456414,-0.11817301776885365,0.48796987010884446,0.6718559410890274,0.5166328825971718,0.45823781183778284,1.0
0.3631009163113725,-0.12046549141371979,0.474987584789453,0.6571073120749679,0.5084818340503757,0.4697603398279083,0.0
0.37293555638222065,-0.12234663558421673,0.46155418438972834,0.6402333301363707,0.5001306973285347,0.48265475153010795,0.5
0.38438552703708967,-0.12379049274351271,0.4476729561476148,0.6211541683454845,0.49158597484139566,0.4969773312839971,1.0
0.3975234065859602,-0.12477110535477601,0.4333471873010572,0.5997899997745587,0.48285416899870565,0.5127843634291912,0.0
0.41242177333881364,-0.12526251588117485,0.4185801650879991,0.5760609974958405,0.4739417822102108,0.5301321323053058,0.5
